name,booth,type,description,url,address,categories,email,phone,linkedin,twitter
Cyware,S-3329,Exhibitor,"Cyware enables security teams to operationalize threat intelligence data and take real-time action by integrating intelligence management, automating workflows, and facilitating secure collaboration for stronger, more unified defense.",www.cyware.com,111 Town Square Place Suite 1203 #4 Jersey City NJ 07310 USA,"Threat Intelligence Platforms; Threat Intelligence Feeds; Security Orchestration, Automation, and Response (SOAR); Security Incident Response; Threat Hunting; Threat Intelligence Platform; Indicators of Compromise (IOC) Management; Security Operations; Threat Detection and Intelligence",,,https://www.linkedin.com/company/cyware/,https://x.com/cywareco
d-Matrix,"N-6181, MRE-151F",Exhibitor,"d-Matrix delivers memory-centric AI acceleration for real-time security inference. Its architecture enables low-latency, cost-efficient AI inspection, classification and enforcement at data center scale, built for modern LLM security workloads.",https://www.d-matrix.ai,5201 Great America Pkwy Suite 300 Santa Clara CA 95054 USA,"N-6181, MRE-151F; Security Architecture and Engineering; Security for AI",pessalou@d-matrix.ai,,https://www.linkedin.com/company/d-matrix,@dMatrix_AI
D3 Security,S-3121,Exhibitor,"Morpheus is D3 Security's AI-powered, autonomous SOC that eliminates alert fatigue. Investigating 100% of alerts, it triages 95% in under two minutes. No playbooks, no missed threats—just seamless integration with any stack, 24/7 response.",www.d3security.com,1075 Georgia Street W Suite 300 Vancouver BC V6E 2Y2 Canada,"Security Orchestration, Automation, and Response (SOAR); Incident Response Platforms; Security Incident Response; SIEM / SOAR; Security Operations",,,https://www.linkedin.com/company/d3-security-management-systems,https://twitter.com/D3Security
Darktrace,S-2227,Bronze,"Darktrace, a global leader in AI for cybersecurity, provides the essential cybersecurity platform to protect nearly 10,000 organizations from unknown threats using AI that learns from each business in real-time. To learn more, visit www.darktrace.com.",https://www.darktrace.com/,Maurice Wilkes Building St. John's Innovation Park Crowley Road Cambridge CB4 ODS United Kingdom,"Cloud Security; Cloud Data Security; OT, Physical and IoT Security",,,https://www.linkedin.com/company/darktrace/,https://twitter.com/Darktrace
Databahn,N-4500,Exhibitor,"Databahn powers the future of AI-driven security with automated, intelligent pipelines that cut SIEM costs, simplify data operations, and deliver clean, governed data ready for analytics and automation.",https://databahn.ai/,5700 Tennyson Pkwy Suite 300 Plano TX 75024 USA,Monitoring and Observability; Security Architecture and Engineering,,,https://www.linkedin.com/company/databahn-ai,
Databricks,S-3434,Exhibitor,"<b><font color=""#a6ce39""> First Time Exhibitor</font></b><br>Databricks is the data and AI company. More than 20,000 organizations worldwide rely on the Databricks Data Intelligence Platform to take control of their data and put it to work with AI. To learn more, follow Databricks on LinkedIn, X and Facebook.",https://www.databricks.com/,160 Spear St. San Francisco CA 94105 USA,Data Security; Threat Detection and Intelligence,,,https://www.linkedin.com/company/databricks,https://x.com/databricks
Datadog,S-1643,Bronze,"Datadog is an observability and security platform that provides visibility across cloud infrastructure, apps, and logs. It delivers threat detection, compliance, and risk insights to help teams secure and optimize hybrid and cloud environments.",https://www.datadoghq.com/,620 8th Avenue Floor 45 New York NY 10018 USA,Cloud Security; Cloud Security Posture Management (CSPM); Cloud Infrastructure Entitlement Management (CIEM); User and Entity Behavior Analytics (UEBA); Threat Intelligence Feeds; CASB; Governance and Compliance; Threat Hunting; Threat Intelligence Services & Feed; Cloud Workload Protection Platform (CWPP); Cloud Infrastructure; Anomaly Detection; Threat Hunting Tools; Adversary Mapping; Indicators of Compromise (IOC) Management; Cloud Data Security; Container and Kubernetes Security; Serverless Security; Monitoring and Observability; Security for AI; Threat Detection and Intelligence,,,https://www.linkedin.com/company/datadog/,https://x.com/datadoghq
DataKrypto,ESE-34,Early Stage Expo,"DataKrypto enables safe AI adoption with continuous, fully homomorphic encryption (FHE) solutions for AI data and models, protecting encrypted model weights from theft, tampering, and poisoning, and ensuring training data, prompts, and outputs are never exposed in plaintext.",https://datakrypto.ai,533 Airport Blvd. Suite 400 Burlingame CA 94010 USA,Security for AI,,,https://www.linkedin.com/company/datakrypto/,
DATAPATROL,N-4314,Exhibitor,"<b><font color=""#a6ce39""> First Time Exhibitor</font></b><br>DataPatrol protects organizations from internal data leaks by adding visible watermarks on screens, ensuring sensitive information stays secure. Its solutions are designed to prevent unauthorized disclosures and manage internal threats effectively.",www.datapatrol.com,Silicon Oasis Dubai Dubai United Arab Emirates,Data Security,,,https://www.linkedin.com/company/datapatrol-co,https://x.com/datapatrol_dp
DataStealth,S-1927,Exhibitor,"DataStealth discovers, classifies, and protects sensitive information across on-prem, cloud, and legacy systems, using agentless, network-layer tokenization, encryption, and masking to mitigate data security and compliance risks without disruption.",www.datastealth.io,5995 Avebury Road Suite 600 Mississauga ON L5R 3P9 Canada,"Data Security; Data Loss Prevention (DLP); Data Encryption / Tokenization; Data Classification; Data Masking / Obfuscation; Data Centric Security; Data Privacy; DLP; Encryption; Governance, Risk, and Compliance (GRC)",,,https://www.linkedin.com/company/datastealth/,
DataSunrise Data  and AI Security,N-5785,Exhibitor,"DataSunrise Security delivers unified security across cloud & on-prem environments. Our platform protects sensitive data, drives compliance: DAM, auditing, database firewall, DSPM, LLM and AI security, dynamic & static masking, PII/PHI data discovery",www.datasunrise.com/,3040 78th Avenue SE Mercer Island WA 98040 USA,Data Security; Data Loss Prevention (DLP); Data Encryption / Tokenization; Data Classification; Data Masking / Obfuscation; Data Centric Security; Data Privacy; DLP; Encryption; Database Activity Monitoring (DAM); Security for AI,info@datasunrise.com,,https://www.linkedin.com/company/datasunrise-inc/,https://x.com/datasunrise
Dawnguard,S-0954,International Pavilion - Netherlands,"Dawnguard’s mission is to redefine cybersecurity with a platform that enables true shift-left security, from day zero to day 10,000.",https://dawnguard.ai,Lindenlaan 60 8253 AA Dronten Netherlands,Cloud Security; Cloud Security Posture Management (CSPM); CASB; Cloud Workload Protection Platform (CWPP); Cloud Infrastructure; Container and Kubernetes Security; Serverless Security; Security Architecture and Engineering,,,https://www.linkedin.com/company/dawnguard/,
DeepKeep,N-5172,Exhibitor,"DeepKeep delivers end-to-end AI security and trustworthiness across the full AI lifecycle. Cybersecurity teams globally leverage its AI Firewall, Automated AI Red Teaming and Model Scanning to secure AI agents, employee AI use, and homegrown AI apps.",www.deepkeep.ai,121Menachem Begin Tel Aviv 6701203 Israel,Security for AI,,,https://www.linkedin.com/company/deepkeep/,
DeleteMe,N-4215,Exhibitor,"The leader in proactive privacy protection, DeleteMe helps organizations reduce human-targeted risk by removing employees’ personal data from data brokers and the internet - at scale.",https://joindeleteme.com/,1 Marina Park Drive Suite 1410 Boston MA 02210 USA,Human Risk and Awareness; Privacy,,,https://www.linkedin.com/company/deleteme/,https://x.com/deleteme
Delinea,N-4235,Silver,"Delinea is a pioneer in securing human and machine identities through intelligent, centralized authorization, seamlessly governing their interactions across modern enterprises.",www.delinea.com,221 Main St #1300 San Francisco CA 94105 USA,Identity and Access Management (IAM); Security for AI,,,https://www.linkedin.com/company/delinea/posts/?feedView=all,https://x.com/delineainc
"Descope, Inc.",S-0764,Exhibitor,"<b><font color=""#a6ce39""> First Time Exhibitor</font></b><br>Descope is a no-code platform that helps organizations add secure authentication, MFA, and access control to their customer / partner apps, AI agents, and MCP servers. Used by 1000+ organizations like GoFundMe, GoodRx, Databricks, and Navan.",www.descope.com,20660 Stevens Creek Blvd. #245 Cupertino CA 95014 USA,Identity and Access Management (IAM); Single Sign-On (SSO); Multi-Factor Authentication (MFA); Consumer Identity; IDaas; Biometric Authentication; Identity Federation,,415-216-6332,https://www.linkedin.com/company/descope/,https://x.com/descopeinc/
Detectify,N-4514,Exhibitor,"Detectify redefines AppSec by automating continuous, real-world testing fueled by a global community of ethical hackers. It exposes critical vulnerabilities across the entire attack surface, revealing how attackers will exploit your apps and APIs.",https://detectify.com/,Kornhamnstorg 6 11 127Stockholm Sweden,Application Security; API Security; Dynamic Application Security Testing (DAST); Attack Surface Management,,,https://www.linkedin.com/company/detectify,https://x.com/detectify
Deutsche Telekom,N-5177,Exhibitor,"Present in more than 50 countries, Deutsche Telekom is the digitalization partner for business customers worldwide. The range of services extends from connectivity solutions to cyber security, cloud services and digitalization strategies.",https://www.t-systems.com/de/en,Rennweg 97-99 1030 Vienna Austria,Security Operations; Systems Integrator/Consulting Firm,,,https://www.linkedin.com/company/t-systems,
Devel Group,N-6561,Exhibitor,"<b><font color=""#a6ce39""> First Time Exhibitor</font></b><br>SmartID Suite delivers an AI-driven digital identity platform combining biometric authentication,real-time fraud prevention, and adaptive risk intelligence.Powered by agentic AI,it autonomously detects and mitigates identity threats across industries",https://smartidsuite.ai/,1221 Brickell Avenue 9th Floor Miami FL 33131 USA,Fraud Prevention / Transaction Security,,415-205-7101,https://www.linkedin.com/company/develsecurity/,https://x.com/develsecurity
digiDations,S-1945,International Pavilion - Singapore,digiDations is a cybersecurity innovator developing AI-powered Adversarial Exposure Validation solution to anticipate and prevent breaches. Its solutions continuously validate defenses against real-world threats to enabling measurable confidence.,https://www.digidations.com,1 Raffles Place #02-01 Singapore 048616 SG,Threat Intelligence Platforms; Threat Intelligence Feeds; Threat Hunting; Threat Intelligence Platform; Adversary Mapping; Breach and Attack Simulation (BAS); Security Operations; Threat Detection and Intelligence,,,https://www.linkedin.com/company/digidations/?viewAsMember=true,
